,img_id,class
61,maksssksksss11_14,with_mask
62,maksssksksss11_15,with_mask
63,maksssksksss110_0,without_mask
64,maksssksksss110_1,without_mask
65,maksssksksss110_2,with_mask
66,maksssksksss110_3,with_mask
67,maksssksksss110_4,without_mask
68,maksssksksss110_5,without_mask
69,maksssksksss110_6,without_mask
70,maksssksksss110_7,without_mask
71,maksssksksss110_8,with_mask
72,maksssksksss110_9,without_mask
73,maksssksksss110_10,without_mask
74,maksssksksss110_11,without_mask
75,maksssksksss110_12,without_mask
76,maksssksksss110_13,with_mask
77,maksssksksss110_14,with_mask
78,maksssksksss110_15,without_mask
79,maksssksksss110_16,without_mask
80,maksssksksss110_17,without_mask
81,maksssksksss110_18,without_mask
82,maksssksksss110_19,with_mask
83,maksssksksss110_20,without_mask
84,maksssksksss110_21,with_mask
85,maksssksksss110_22,with_mask
86,maksssksksss110_23,without_mask
87,maksssksksss110_24,without_mask
88,maksssksksss110_25,with_mask
89,maksssksksss111_0,with_mask
90,maksssksksss111_1,with_mask
91,maksssksksss111_2,with_mask
92,maksssksksss111_3,without_mask
93,maksssksksss111_4,without_mask
94,maksssksksss111_5,with_mask
95,maksssksksss111_6,with_mask
96,maksssksksss111_7,with_mask
97,maksssksksss111_8,with_mask
98,maksssksksss111_9,with_mask
99,maksssksksss111_10,with_mask
100,maksssksksss111_11,without_mask
101,maksssksksss112_0,mask_weared_incorrect
102,maksssksksss113_0,with_mask
103,maksssksksss113_1,with_mask
104,maksssksksss113_2,with_mask
105,maksssksksss113_3,without_mask
106,maksssksksss114_0,without_mask
107,maksssksksss114_1,with_mask
108,maksssksksss115_0,with_mask
109,maksssksksss115_1,with_mask
110,maksssksksss115_2,with_mask
111,maksssksksss115_3,with_mask
112,maksssksksss115_4,with_mask
113,maksssksksss115_5,with_mask
114,maksssksksss115_6,with_mask
115,maksssksksss115_7,with_mask
116,maksssksksss115_8,with_mask
117,maksssksksss116_0,with_mask
118,maksssksksss116_1,with_mask
119,maksssksksss116_2,with_mask
120,maksssksksss116_3,with_mask
121,maksssksksss116_4,with_mask
122,maksssksksss117_0,with_mask
123,maksssksksss118_0,with_mask
124,maksssksksss118_1,with_mask
125,maksssksksss119_0,with_mask
126,maksssksksss119_1,with_mask
127,maksssksksss119_2,with_mask
128,maksssksksss119_3,with_mask
129,maksssksksss119_4,with_mask
130,maksssksksss119_5,without_mask
131,maksssksksss119_6,without_mask
132,maksssksksss12_0,with_mask
133,maksssksksss12_1,with_mask
134,maksssksksss12_2,with_mask
135,maksssksksss12_3,with_mask
136,maksssksksss12_4,with_mask
137,maksssksksss12_5,with_mask
138,maksssksksss12_6,with_mask
139,maksssksksss12_7,with_mask
140,maksssksksss12_8,with_mask
141,maksssksksss12_9,with_mask
142,maksssksksss12_10,without_mask
143,maksssksksss12_11,with_mask
144,maksssksksss12_12,with_mask
145,maksssksksss120_0,with_mask
146,maksssksksss121_0,without_mask
147,maksssksksss121_1,without_mask
148,maksssksksss121_2,without_mask
149,maksssksksss121_3,without_mask
150,maksssksksss121_4,without_mask
151,maksssksksss121_5,without_mask
152,maksssksksss121_6,without_mask
153,maksssksksss122_0,with_mask
154,maksssksksss123_0,with_mask
155,maksssksksss123_1,with_mask
156,maksssksksss124_0,with_mask
157,maksssksksss124_1,with_mask
158,maksssksksss124_2,with_mask
159,maksssksksss124_3,without_mask
160,maksssksksss124_4,without_mask
161,maksssksksss125_0,without_mask
162,maksssksksss126_0,with_mask
163,maksssksksss126_1,with_mask
164,maksssksksss126_2,without_mask
165,maksssksksss127_0,with_mask
166,maksssksksss128_0,without_mask
167,maksssksksss129_0,without_mask
168,maksssksksss129_1,without_mask
169,maksssksksss129_2,with_mask
170,maksssksksss13_0,with_mask
171,maksssksksss13_1,with_mask
172,maksssksksss13_2,mask_weared_incorrect
173,maksssksksss13_3,with_mask
174,maksssksksss13_4,with_mask
175,maksssksksss13_5,with_mask
176,maksssksksss130_0,mask_weared_incorrect
177,maksssksksss130_1,mask_weared_incorrect
178,maksssksksss130_2,without_mask
179,maksssksksss130_3,without_mask
180,maksssksksss131_0,with_mask
181,maksssksksss131_1,with_mask
182,maksssksksss131_2,without_mask
183,maksssksksss131_3,with_mask
184,maksssksksss131_4,without_mask
185,maksssksksss131_5,with_mask
186,maksssksksss131_6,without_mask
187,maksssksksss131_7,without_mask
188,maksssksksss132_0,mask_weared_incorrect
189,maksssksksss133_0,with_mask
190,maksssksksss134_0,with_mask
191,maksssksksss134_1,without_mask
192,maksssksksss134_2,with_mask
193,maksssksksss134_3,with_mask
194,maksssksksss134_4,with_mask
195,maksssksksss134_5,without_mask
196,maksssksksss134_6,with_mask
197,maksssksksss135_0,with_mask
198,maksssksksss135_1,with_mask
199,maksssksksss136_0,with_mask
200,maksssksksss137_0,without_mask
201,maksssksksss137_1,without_mask
202,maksssksksss137_2,with_mask
203,maksssksksss137_3,with_mask
204,maksssksksss137_4,without_mask
205,maksssksksss137_5,without_mask
206,maksssksksss138_0,with_mask
207,maksssksksss138_1,with_mask
208,maksssksksss138_2,with_mask
209,maksssksksss139_0,with_mask
210,maksssksksss139_1,with_mask
211,maksssksksss139_2,without_mask
212,maksssksksss139_3,with_mask
213,maksssksksss139_4,with_mask
214,maksssksksss139_5,with_mask
215,maksssksksss139_6,mask_weared_incorrect
216,maksssksksss139_7,with_mask
217,maksssksksss139_8,with_mask
218,maksssksksss139_9,with_mask
219,maksssksksss139_10,with_mask
220,maksssksksss139_11,with_mask
221,maksssksksss139_12,with_mask
222,maksssksksss139_13,with_mask
223,maksssksksss139_14,with_mask
224,maksssksksss139_15,with_mask
225,maksssksksss139_16,with_mask
226,maksssksksss139_17,with_mask
227,maksssksksss139_18,with_mask
228,maksssksksss14_0,without_mask
229,maksssksksss140_0,with_mask
230,maksssksksss140_1,with_mask
231,maksssksksss141_0,with_mask
232,maksssksksss141_1,with_mask
233,maksssksksss142_0,with_mask
234,maksssksksss143_0,with_mask
235,maksssksksss144_0,with_mask
236,maksssksksss144_1,with_mask
237,maksssksksss144_2,with_mask
238,maksssksksss145_0,mask_weared_incorrect
239,maksssksksss145_1,mask_weared_incorrect
240,maksssksksss145_2,without_mask
241,maksssksksss146_0,with_mask
242,maksssksksss146_1,with_mask
243,maksssksksss147_0,without_mask
244,maksssksksss147_1,with_mask
245,maksssksksss147_2,with_mask
246,maksssksksss147_3,with_mask
247,maksssksksss148_0,with_mask
248,maksssksksss148_1,without_mask
249,maksssksksss148_2,without_mask
250,maksssksksss148_3,with_mask
251,maksssksksss148_4,without_mask
252,maksssksksss148_5,with_mask
253,maksssksksss149_0,with_mask
254,maksssksksss149_1,with_mask
255,maksssksksss149_2,with_mask
256,maksssksksss149_3,with_mask
257,maksssksksss149_4,with_mask
258,maksssksksss149_5,with_mask
259,maksssksksss15_0,with_mask
260,maksssksksss15_1,with_mask
261,maksssksksss150_0,with_mask
262,maksssksksss151_0,without_mask
263,maksssksksss151_1,with_mask
264,maksssksksss151_2,with_mask
265,maksssksksss151_3,with_mask
266,maksssksksss151_4,with_mask
267,maksssksksss151_5,with_mask
268,maksssksksss151_6,with_mask
269,maksssksksss151_7,mask_weared_incorrect
270,maksssksksss151_8,with_mask
271,maksssksksss151_9,with_mask
272,maksssksksss152_0,with_mask
273,maksssksksss152_1,with_mask
274,maksssksksss152_2,with_mask
275,maksssksksss152_3,with_mask
276,maksssksksss152_4,with_mask
277,maksssksksss152_5,with_mask
278,maksssksksss152_6,with_mask
279,maksssksksss153_0,with_mask
280,maksssksksss153_1,without_mask
281,maksssksksss154_0,without_mask
282,maksssksksss155_0,with_mask
283,maksssksksss155_1,with_mask
284,maksssksksss155_2,with_mask
285,maksssksksss155_3,with_mask
286,maksssksksss156_0,with_mask
287,maksssksksss156_1,with_mask
288,maksssksksss156_2,with_mask
289,maksssksksss156_3,with_mask
290,maksssksksss156_4,mask_weared_incorrect
291,maksssksksss156_5,mask_weared_incorrect
292,maksssksksss156_6,mask_weared_incorrect
293,maksssksksss156_7,without_mask
294,maksssksksss156_8,without_mask
295,maksssksksss156_9,without_mask
296,maksssksksss156_10,without_mask
297,maksssksksss156_11,without_mask
298,maksssksksss156_12,without_mask
299,maksssksksss157_0,with_mask
300,maksssksksss157_1,without_mask
301,maksssksksss157_2,with_mask
302,maksssksksss157_3,with_mask
303,maksssksksss157_4,with_mask
304,maksssksksss157_5,with_mask
305,maksssksksss157_6,with_mask
306,maksssksksss157_7,with_mask
307,maksssksksss158_0,with_mask
308,maksssksksss158_1,with_mask
309,maksssksksss158_2,with_mask
310,maksssksksss158_3,with_mask
311,maksssksksss158_4,with_mask
312,maksssksksss158_5,with_mask
313,maksssksksss158_6,with_mask
314,maksssksksss158_7,with_mask
315,maksssksksss158_8,with_mask
316,maksssksksss158_9,with_mask
317,maksssksksss158_10,with_mask
318,maksssksksss158_11,with_mask
319,maksssksksss158_12,with_mask
320,maksssksksss158_13,with_mask
321,maksssksksss159_0,with_mask
322,maksssksksss159_1,with_mask
323,maksssksksss159_2,with_mask
324,maksssksksss159_3,with_mask
325,maksssksksss159_4,with_mask
326,maksssksksss159_5,with_mask
327,maksssksksss159_6,with_mask
328,maksssksksss159_7,with_mask
329,maksssksksss159_8,with_mask
330,maksssksksss159_9,with_mask
331,maksssksksss159_10,without_mask
332,maksssksksss159_11,with_mask
333,maksssksksss16_0,with_mask
334,maksssksksss160_0,with_mask
335,maksssksksss160_1,with_mask
336,maksssksksss161_0,without_mask
337,maksssksksss162_0,with_mask
338,maksssksksss163_0,with_mask
339,maksssksksss163_1,with_mask
340,maksssksksss164_0,with_mask
341,maksssksksss164_1,with_mask
342,maksssksksss164_2,with_mask
343,maksssksksss164_3,without_mask
344,maksssksksss164_4,without_mask
345,maksssksksss164_5,with_mask
346,maksssksksss164_6,with_mask
347,maksssksksss164_7,with_mask
348,maksssksksss164_8,with_mask
349,maksssksksss165_0,with_mask
350,maksssksksss165_1,with_mask
351,maksssksksss166_0,with_mask
352,maksssksksss166_1,with_mask
353,maksssksksss166_2,with_mask
354,maksssksksss166_3,with_mask
355,maksssksksss166_4,with_mask
356,maksssksksss166_5,with_mask
357,maksssksksss167_0,with_mask
358,maksssksksss167_1,with_mask
359,maksssksksss167_2,with_mask
360,maksssksksss167_3,with_mask
361,maksssksksss168_0,without_mask
362,maksssksksss168_1,with_mask
363,maksssksksss168_2,with_mask
364,maksssksksss168_3,with_mask
365,maksssksksss168_4,without_mask
366,maksssksksss169_0,with_mask
367,maksssksksss17_0,with_mask
368,maksssksksss170_0,with_mask
369,maksssksksss171_0,with_mask
370,maksssksksss172_0,without_mask
371,maksssksksss173_0,with_mask
372,maksssksksss173_1,mask_weared_incorrect
373,maksssksksss174_0,with_mask
374,maksssksksss174_1,with_mask
375,maksssksksss174_2,with_mask
376,maksssksksss174_3,with_mask
377,maksssksksss175_0,with_mask
378,maksssksksss175_1,with_mask
379,maksssksksss176_0,with_mask
380,maksssksksss176_1,with_mask
381,maksssksksss176_2,with_mask
382,maksssksksss176_3,with_mask
383,maksssksksss176_4,with_mask
384,maksssksksss176_5,with_mask
385,maksssksksss176_6,with_mask
386,maksssksksss176_7,mask_weared_incorrect
387,maksssksksss176_8,without_mask
388,maksssksksss176_9,without_mask
389,maksssksksss176_10,without_mask
390,maksssksksss177_0,with_mask
391,maksssksksss177_1,with_mask
392,maksssksksss178_0,with_mask
393,maksssksksss178_1,without_mask
394,maksssksksss178_2,without_mask
395,maksssksksss179_0,with_mask
396,maksssksksss179_1,with_mask
397,maksssksksss179_2,without_mask
398,maksssksksss179_3,without_mask
399,maksssksksss18_0,with_mask
400,maksssksksss18_1,with_mask
401,maksssksksss180_0,with_mask
402,maksssksksss181_0,with_mask
403,maksssksksss181_1,with_mask
404,maksssksksss181_2,without_mask
405,maksssksksss182_0,without_mask
406,maksssksksss182_1,with_mask
407,maksssksksss183_0,with_mask
408,maksssksksss183_1,with_mask
409,maksssksksss183_2,without_mask
410,maksssksksss183_3,without_mask
411,maksssksksss184_0,with_mask
412,maksssksksss184_1,with_mask
413,maksssksksss184_2,with_mask
414,maksssksksss184_3,with_mask
415,maksssksksss184_4,with_mask
416,maksssksksss184_5,with_mask
417,maksssksksss184_6,with_mask
418,maksssksksss184_7,with_mask
419,maksssksksss184_8,with_mask
420,maksssksksss184_9,with_mask
421,maksssksksss185_0,with_mask
422,maksssksksss185_1,with_mask
423,maksssksksss185_2,with_mask
424,maksssksksss185_3,with_mask
425,maksssksksss186_0,with_mask
426,maksssksksss187_0,with_mask
427,maksssksksss188_0,with_mask
428,maksssksksss189_0,without_mask
429,maksssksksss189_1,without_mask
430,maksssksksss189_2,with_mask
431,maksssksksss19_0,without_mask
432,maksssksksss19_1,with_mask
433,maksssksksss19_2,without_mask
434,maksssksksss19_3,with_mask
435,maksssksksss19_4,with_mask
436,maksssksksss19_5,without_mask
437,maksssksksss190_0,with_mask
438,maksssksksss191_0,with_mask
439,maksssksksss192_0,with_mask
440,maksssksksss193_0,with_mask
441,maksssksksss193_1,with_mask
442,maksssksksss194_0,with_mask
443,maksssksksss194_1,without_mask
444,maksssksksss195_0,with_mask
445,maksssksksss196_0,with_mask
446,maksssksksss197_0,with_mask
447,maksssksksss198_0,with_mask
448,maksssksksss199_0,with_mask
449,maksssksksss199_1,mask_weared_incorrect
450,maksssksksss199_2,with_mask
451,maksssksksss199_3,with_mask
452,maksssksksss199_4,with_mask
453,maksssksksss2_0,with_mask
454,maksssksksss2_1,with_mask
455,maksssksksss2_2,with_mask
456,maksssksksss2_3,mask_weared_incorrect
457,maksssksksss20_0,with_mask
458,maksssksksss200_0,with_mask
459,maksssksksss200_1,with_mask
460,maksssksksss200_2,with_mask
461,maksssksksss201_0,with_mask
462,maksssksksss201_1,with_mask
463,maksssksksss201_2,with_mask
464,maksssksksss201_3,with_mask
465,maksssksksss201_4,with_mask
466,maksssksksss201_5,with_mask
467,maksssksksss201_6,with_mask
468,maksssksksss201_7,with_mask
469,maksssksksss201_8,with_mask
470,maksssksksss201_9,with_mask
471,maksssksksss202_0,with_mask
472,maksssksksss202_1,with_mask
473,maksssksksss202_2,with_mask
474,maksssksksss202_3,with_mask
475,maksssksksss202_4,with_mask
476,maksssksksss202_5,with_mask
477,maksssksksss203_0,with_mask
478,maksssksksss203_1,with_mask
479,maksssksksss203_2,with_mask
480,maksssksksss203_3,with_mask
481,maksssksksss204_0,with_mask
482,maksssksksss204_1,with_mask
483,maksssksksss204_2,with_mask
484,maksssksksss204_3,with_mask
485,maksssksksss204_4,with_mask
486,maksssksksss204_5,with_mask
487,maksssksksss204_6,with_mask
488,maksssksksss205_0,with_mask
489,maksssksksss206_0,with_mask
490,maksssksksss206_1,with_mask
491,maksssksksss206_2,with_mask
492,maksssksksss206_3,with_mask
493,maksssksksss206_4,with_mask
494,maksssksksss206_5,mask_weared_incorrect
495,maksssksksss206_6,without_mask
496,maksssksksss206_7,without_mask
497,maksssksksss207_0,with_mask
498,maksssksksss207_1,with_mask
499,maksssksksss207_2,with_mask
500,maksssksksss207_3,with_mask
501,maksssksksss208_0,with_mask
502,maksssksksss208_1,with_mask
503,maksssksksss209_0,without_mask
504,maksssksksss209_1,without_mask
505,maksssksksss209_2,without_mask
506,maksssksksss209_3,without_mask
507,maksssksksss209_4,without_mask
508,maksssksksss209_5,with_mask
509,maksssksksss209_6,without_mask
510,maksssksksss209_7,without_mask
511,maksssksksss209_8,without_mask
512,maksssksksss209_9,with_mask
513,maksssksksss209_10,without_mask
514,maksssksksss209_11,without_mask
515,maksssksksss209_12,without_mask
516,maksssksksss209_13,without_mask
517,maksssksksss21_0,with_mask
518,maksssksksss21_1,with_mask
519,maksssksksss21_2,with_mask
520,maksssksksss21_3,with_mask
521,maksssksksss21_4,without_mask
522,maksssksksss210_0,with_mask
523,maksssksksss211_0,with_mask
524,maksssksksss212_0,with_mask
525,maksssksksss213_0,with_mask
526,maksssksksss214_0,with_mask
527,maksssksksss214_1,with_mask
528,maksssksksss214_2,with_mask
529,maksssksksss214_3,with_mask
530,maksssksksss214_4,with_mask
531,maksssksksss214_5,with_mask
532,maksssksksss214_6,with_mask
533,maksssksksss215_0,with_mask
534,maksssksksss215_1,with_mask
535,maksssksksss216_0,with_mask
536,maksssksksss216_1,with_mask
537,maksssksksss216_2,with_mask
538,maksssksksss216_3,with_mask
539,maksssksksss216_4,without_mask
540,maksssksksss217_0,without_mask
541,maksssksksss218_0,without_mask
542,maksssksksss219_0,with_mask
543,maksssksksss219_1,with_mask
544,maksssksksss22_0,with_mask
545,maksssksksss220_0,with_mask
546,maksssksksss221_0,with_mask
547,maksssksksss221_1,with_mask
548,maksssksksss221_2,with_mask
549,maksssksksss221_3,with_mask
550,maksssksksss221_4,with_mask
551,maksssksksss221_5,with_mask
552,maksssksksss221_6,with_mask
553,maksssksksss221_7,with_mask
554,maksssksksss221_8,without_mask
555,maksssksksss221_9,with_mask
556,maksssksksss222_0,with_mask
557,maksssksksss222_1,with_mask
558,maksssksksss222_2,with_mask
559,maksssksksss222_3,with_mask
560,maksssksksss222_4,with_mask
561,maksssksksss222_5,with_mask
562,maksssksksss222_6,with_mask
563,maksssksksss222_7,with_mask
564,maksssksksss222_8,with_mask
565,maksssksksss222_9,with_mask
566,maksssksksss222_10,with_mask
567,maksssksksss222_11,with_mask
568,maksssksksss222_12,without_mask
569,maksssksksss222_13,with_mask
570,maksssksksss222_14,with_mask
571,maksssksksss222_15,with_mask
572,maksssksksss222_16,with_mask
573,maksssksksss223_0,with_mask
574,maksssksksss223_1,with_mask
575,maksssksksss223_2,with_mask
576,maksssksksss223_3,with_mask
577,maksssksksss223_4,with_mask
578,maksssksksss223_5,mask_weared_incorrect
579,maksssksksss223_6,without_mask
580,maksssksksss223_7,without_mask
581,maksssksksss223_8,without_mask
582,maksssksksss223_9,without_mask
583,maksssksksss223_10,with_mask
584,maksssksksss223_11,without_mask
585,maksssksksss223_12,without_mask
586,maksssksksss223_13,without_mask
587,maksssksksss224_0,with_mask
588,maksssksksss225_0,with_mask
589,maksssksksss226_0,with_mask
590,maksssksksss227_0,with_mask
591,maksssksksss227_1,with_mask
592,maksssksksss227_2,with_mask
593,maksssksksss227_3,with_mask
594,maksssksksss227_4,with_mask
595,maksssksksss227_5,with_mask
596,maksssksksss227_6,with_mask
597,maksssksksss227_7,with_mask
598,maksssksksss227_8,with_mask
599,maksssksksss227_9,with_mask
600,maksssksksss227_10,with_mask
601,maksssksksss227_11,with_mask
602,maksssksksss228_0,with_mask
603,maksssksksss229_0,with_mask
604,maksssksksss229_1,with_mask
605,maksssksksss229_2,with_mask
606,maksssksksss229_3,with_mask
607,maksssksksss229_4,with_mask
608,maksssksksss229_5,with_mask
609,maksssksksss229_6,with_mask
610,maksssksksss229_7,with_mask
611,maksssksksss229_8,with_mask
612,maksssksksss229_9,with_mask
613,maksssksksss229_10,with_mask
614,maksssksksss229_11,with_mask
615,maksssksksss229_12,with_mask
616,maksssksksss229_13,with_mask
617,maksssksksss23_0,with_mask
618,maksssksksss230_0,with_mask
619,maksssksksss230_1,with_mask
620,maksssksksss230_2,with_mask
621,maksssksksss230_3,with_mask
622,maksssksksss230_4,with_mask
623,maksssksksss231_0,with_mask
624,maksssksksss231_1,with_mask
625,maksssksksss231_2,with_mask
626,maksssksksss231_3,with_mask
627,maksssksksss231_4,with_mask
628,maksssksksss231_5,with_mask
629,maksssksksss231_6,with_mask
630,maksssksksss231_7,with_mask
631,maksssksksss231_8,with_mask
632,maksssksksss231_9,with_mask
633,maksssksksss231_10,with_mask
634,maksssksksss231_11,with_mask
635,maksssksksss231_12,with_mask
636,maksssksksss231_13,with_mask
637,maksssksksss231_14,with_mask
638,maksssksksss232_0,with_mask
639,maksssksksss232_1,with_mask
640,maksssksksss232_2,with_mask
641,maksssksksss232_3,with_mask
642,maksssksksss232_4,with_mask
643,maksssksksss233_0,with_mask
644,maksssksksss234_0,with_mask
645,maksssksksss234_1,with_mask
646,maksssksksss234_2,with_mask
647,maksssksksss234_3,with_mask
648,maksssksksss234_4,with_mask
649,maksssksksss235_0,with_mask
650,maksssksksss235_1,with_mask
651,maksssksksss235_2,with_mask
652,maksssksksss235_3,with_mask
653,maksssksksss236_0,without_mask
654,maksssksksss237_0,with_mask
655,maksssksksss237_1,with_mask
656,maksssksksss238_0,with_mask
657,maksssksksss238_1,with_mask
658,maksssksksss238_2,with_mask
659,maksssksksss238_3,with_mask
660,maksssksksss238_4,with_mask
661,maksssksksss238_5,with_mask
662,maksssksksss238_6,with_mask
663,maksssksksss238_7,with_mask
664,maksssksksss238_8,with_mask
665,maksssksksss238_9,with_mask
666,maksssksksss239_0,without_mask
667,maksssksksss24_0,mask_weared_incorrect
668,maksssksksss240_0,without_mask
669,maksssksksss240_1,without_mask
670,maksssksksss240_2,without_mask
671,maksssksksss240_3,without_mask
672,maksssksksss240_4,without_mask
673,maksssksksss240_5,without_mask
674,maksssksksss240_6,without_mask
675,maksssksksss240_7,without_mask
676,maksssksksss240_8,without_mask
677,maksssksksss240_9,without_mask
678,maksssksksss240_10,without_mask
679,maksssksksss240_11,without_mask
680,maksssksksss240_12,without_mask
681,maksssksksss240_13,without_mask
682,maksssksksss240_14,without_mask
683,maksssksksss240_15,with_mask
684,maksssksksss240_16,with_mask
685,maksssksksss240_17,without_mask
686,maksssksksss240_18,without_mask
687,maksssksksss240_19,with_mask
688,maksssksksss240_20,without_mask
689,maksssksksss240_21,without_mask
690,maksssksksss240_22,without_mask
691,maksssksksss240_23,without_mask
692,maksssksksss240_24,without_mask
693,maksssksksss240_25,without_mask
694,maksssksksss240_26,without_mask
695,maksssksksss240_27,without_mask
696,maksssksksss240_28,with_mask
697,maksssksksss240_29,without_mask
698,maksssksksss240_30,without_mask
699,maksssksksss240_31,without_mask
700,maksssksksss240_32,without_mask
701,maksssksksss240_33,without_mask
702,maksssksksss240_34,without_mask
703,maksssksksss240_35,without_mask
704,maksssksksss240_36,without_mask
705,maksssksksss240_37,without_mask
706,maksssksksss240_38,without_mask
707,maksssksksss240_39,without_mask
708,maksssksksss240_40,without_mask
709,maksssksksss240_41,without_mask
710,maksssksksss240_42,without_mask
711,maksssksksss240_43,without_mask
712,maksssksksss240_44,without_mask
713,maksssksksss240_45,without_mask
714,maksssksksss240_46,without_mask
715,maksssksksss240_47,without_mask
716,maksssksksss240_48,without_mask
717,maksssksksss240_49,without_mask
718,maksssksksss240_50,without_mask
719,maksssksksss240_51,without_mask
720,maksssksksss240_52,without_mask
721,maksssksksss240_53,without_mask
722,maksssksksss240_54,without_mask
723,maksssksksss240_55,without_mask
724,maksssksksss240_56,without_mask
725,maksssksksss240_57,without_mask
726,maksssksksss240_58,without_mask
727,maksssksksss240_59,without_mask
728,maksssksksss240_60,without_mask
729,maksssksksss241_0,with_mask
730,maksssksksss242_0,with_mask
731,maksssksksss243_0,with_mask
732,maksssksksss244_0,without_mask
733,maksssksksss244_1,with_mask
734,maksssksksss244_2,without_mask
735,maksssksksss245_0,with_mask
736,maksssksksss245_1,with_mask
737,maksssksksss245_2,with_mask
738,maksssksksss245_3,with_mask
739,maksssksksss245_4,with_mask
740,maksssksksss245_5,with_mask
741,maksssksksss245_6,with_mask
742,maksssksksss246_0,with_mask
743,maksssksksss246_1,with_mask
744,maksssksksss246_2,with_mask
745,maksssksksss246_3,with_mask
746,maksssksksss247_0,with_mask
747,maksssksksss247_1,with_mask
748,maksssksksss247_2,with_mask
749,maksssksksss247_3,with_mask
750,maksssksksss247_4,with_mask
751,maksssksksss247_5,with_mask
752,maksssksksss247_6,with_mask
753,maksssksksss247_7,with_mask
754,maksssksksss247_8,with_mask
755,maksssksksss247_9,with_mask
756,maksssksksss247_10,with_mask
757,maksssksksss247_11,with_mask
758,maksssksksss247_12,with_mask
759,maksssksksss248_0,without_mask
760,maksssksksss249_0,with_mask
761,maksssksksss249_1,without_mask
762,maksssksksss249_2,without_mask
763,maksssksksss25_0,with_mask
764,maksssksksss250_0,with_mask
765,maksssksksss250_1,without_mask
766,maksssksksss250_2,without_mask
767,maksssksksss250_3,mask_weared_incorrect
768,maksssksksss250_4,mask_weared_incorrect
769,maksssksksss251_0,with_mask
770,maksssksksss251_1,with_mask
771,maksssksksss251_2,with_mask
772,maksssksksss251_3,with_mask
773,maksssksksss251_4,with_mask
774,maksssksksss251_5,with_mask
775,maksssksksss251_6,with_mask
776,maksssksksss251_7,with_mask
777,maksssksksss251_8,with_mask
778,maksssksksss251_9,with_mask
779,maksssksksss251_10,with_mask
780,maksssksksss251_11,with_mask
781,maksssksksss251_12,with_mask
782,maksssksksss251_13,with_mask
783,maksssksksss251_14,with_mask
784,maksssksksss251_15,without_mask
785,maksssksksss251_16,with_mask
786,maksssksksss251_17,with_mask
787,maksssksksss251_18,with_mask
788,maksssksksss251_19,with_mask
789,maksssksksss251_20,with_mask
790,maksssksksss251_21,with_mask
791,maksssksksss251_22,with_mask
792,maksssksksss251_23,with_mask
793,maksssksksss252_0,with_mask
794,maksssksksss253_0,with_mask
795,maksssksksss253_1,with_mask
796,maksssksksss253_2,with_mask
797,maksssksksss253_3,with_mask
798,maksssksksss253_4,with_mask
799,maksssksksss253_5,mask_weared_incorrect
800,maksssksksss253_6,without_mask
801,maksssksksss253_7,without_mask
802,maksssksksss253_8,without_mask
803,maksssksksss253_9,without_mask
804,maksssksksss254_0,without_mask
805,maksssksksss254_1,with_mask
806,maksssksksss254_2,with_mask
807,maksssksksss254_3,with_mask
808,maksssksksss254_4,with_mask
809,maksssksksss254_5,without_mask
810,maksssksksss254_6,with_mask
811,maksssksksss255_0,with_mask
812,maksssksksss255_1,with_mask
813,maksssksksss255_2,with_mask
